species,food,protein_g,fat_g,carbs_g,fiber_g,sugar_g,calories,omega3_mg,omega6_mg,bioavailability_score,glycemic_index,ingredient_cost_usd,toxin_flag,protein_match,fat_match,carb_tolerance,sugar_risk,omega_balance,bioavailability_match,glycemic_risk,digestibility_index,fiber_compatibility,predicted_caloric_density,health_grade
Rabbit,Cantaloupe,0.8,0.2,8.2,0.9,7.9,34.0,5.0,3.0,0.58,65.0,0.2,0.0,0.03333333333333333,1.0,1.0,0.395,0.04541666666666666,0.58,0.65,0.5325933400605448,0.09,0.2953,E
Rabbit,Peach,0.9,0.3,9.5,1.5,8.4,39.0,2.0,80.0,0.55,42.0,0.25,0.0,0.0375,1.0,1.0,0.42000000000000004,0.11666666666666667,0.55,0.42,0.5079764903442486,0.15,0.2917,C
Rabbit,Plum,0.7,0.3,11.4,1.4,9.9,46.0,35.0,45.0,0.52,39.0,0.25,0.0,0.029166666666666664,1.0,1.0,0.495,0.3479166666666667,0.52,0.39,0.49267209474463364,0.13999999999999999,0.2936,E
Rabbit,Venison,30.2,3.2,0.0,0.0,0.0,158.0,80.0,200.0,0.93,0.0,1.5,0.0,1.0,1.0,1.0,0.0,0.75,0.93,0.0,0.0,0.0,0.2643,A
Rabbit,Bison,28.4,7.2,0.0,0.0,0.0,188.0,100.0,250.0,0.92,0.0,1.8,0.0,1.0,0.56,1.0,0.0,0.8125,0.92,0.0,0.0,0.0,0.2545,A
Rabbit,Quail Egg,13.1,11.1,0.4,0.0,0.4,158.0,40.0,950.0,0.9,0.0,0.5,0.0,0.5458333333333333,0.0,1.0,0.02,0.8333333333333333,0.9,0.0,0.02664692820133235,0.0,0.3606,B
Rabbit,Anchovy,20.4,4.8,0.0,0.0,0.0,131.0,1478.0,97.0,0.91,0.0,0.55,0.0,0.85,1.0,1.0,0.0,0.62125,0.91,0.0,0.0,0.0,0.3377,A
Rabbit,Herring,17.9,9.0,0.0,0.0,0.0,158.0,1729.0,130.0,0.92,0.0,0.5,0.0,0.7458333333333332,0.19999999999999996,1.0,0.0,0.6625,0.92,0.0,0.0,0.0,0.3631,B
Rabbit,Trout,19.9,3.5,0.0,0.0,0.0,119.0,812.0,280.0,0.91,0.0,0.85,0.0,0.8291666666666666,1.0,1.0,0.0,0.85,0.91,0.0,0.0,0.0,0.2992,A
Rabbit,Rabbit Meat,20.1,3.5,0.0,0.0,0.0,114.0,220.0,900.0,0.88,0.0,1.2,0.0,0.8375,1.0,1.0,0.0,1.0,0.88,0.0,0.0,0.0,0.258,A
Rabbit,Goat Meat,20.6,2.3,0.0,0.0,0.0,109.0,40.0,290.0,0.87,0.0,1.1,0.0,0.8583333333333334,1.0,1.0,0.0,0.6958333333333333,0.87,0.0,0.0,0.0,0.2638,A
Rabbit,Barley (Cooked),2.3,0.4,28.2,3.8,0.3,123.0,20.0,350.0,0.6,28.0,0.1,0.0,0.09583333333333333,1.0,1.0,0.015,0.6041666666666666,0.6,0.28,0.5596036141066745,0.38,0.3474,B
Rabbit,Millet (Cooked),3.5,1.0,23.7,1.3,0.0,119.0,10.0,600.0,0.58,71.0,0.12,0.0,0.14583333333333334,1.0,1.0,0.0,0.5833333333333334,0.58,0.71,0.5085934759733426,0.13,0.3417,C
Rabbit,Buckwheat (Cooked),3.4,0.6,19.9,2.7,0.9,92.0,40.0,350.0,0.65,54.0,0.15,0.0,0.14166666666666666,1.0,1.0,0.045,0.7708333333333333,0.65,0.54,0.5647827758554402,0.27,0.3315,B
Rabbit,Amaranth (Cooked),3.8,1.6,18.7,2.1,0.0,102.0,30.0,1100.0,0.6,35.0,0.3,0.0,0.15833333333333333,1.0,1.0,0.0,0.75,0.6,0.35,0.5071109305160503,0.21000000000000002,0.3176,B
Rabbit,Sorghum (Cooked),3.5,0.6,23.9,1.6,0.0,111.0,15.0,700.0,0.55,62.0,0.1,0.0,0.14583333333333334,1.0,1.0,0.0,0.625,0.55,0.62,0.4834539813857291,0.16,0.3375,C
Rabbit,Cricket Flour,65.0,14.0,5.0,3.0,0.0,420.0,200.0,3200.0,0.8,0.0,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.8,0.0,0.087659224763731,0.3,0.3113,A
Rabbit,Duck Egg,13.3,13.8,1.5,0.0,1.2,185.0,100.0,1400.0,0.9,0.0,0.65,0.0,0.5541666666666667,0.0,1.0,0.06,1.0,0.9,0.0,0.09115462525320729,0.0,0.3645,B
Rabbit,Goose Meat,22.8,7.1,0.0,0.0,0.0,161.0,180.0,750.0,0.86,0.0,1.4,0.0,0.9500000000000001,0.5800000000000001,1.0,0.0,1.0,0.86,0.0,0.0,0.0,0.2677,A
Rabbit,Pheasant,23.6,3.6,0.0,0.0,0.0,133.0,150.0,870.0,0.88,0.0,1.6,0.0,0.9833333333333334,1.0,1.0,0.0,1.0,0.88,0.0,0.0,0.0,0.231,A
Rabbit,Ostrich,20.9,2.0,0.0,0.0,0.0,111.0,60.0,300.0,0.89,0.0,2.0,0.0,0.8708333333333332,1.0,1.0,0.0,0.875,0.89,0.0,0.0,0.0,0.1768,A
Rabbit,Crab Meat,18.1,1.1,0.0,0.0,0.0,83.0,380.0,20.0,0.88,0.0,1.5,0.0,0.7541666666666668,1.0,1.0,0.0,0.525,0.88,0.0,0.0,0.0,0.2068,A
Rabbit,Mussel,11.9,2.2,3.7,0.0,0.0,86.0,680.0,18.0,0.82,0.0,0.7,0.0,0.49583333333333335,1.0,1.0,0.0,0.5225,0.82,0.0,0.19436258808456117,0.0,0.2848,B
Rabbit,Clam,14.7,1.0,2.6,0.0,0.0,86.0,284.0,12.0,0.8,0.0,0.65,0.0,0.6124999999999999,1.0,1.0,0.0,0.515,0.8,0.0,0.12016175621028308,0.0,0.2885,A
Rabbit,Squid,15.6,1.4,3.1,0.0,0.0,92.0,500.0,8.0,0.78,0.0,0.55,0.0,0.65,1.0,1.0,0.0,0.51,0.78,0.0,0.12923570283270977,0.0,0.3008,B
Rabbit,Oyster,9.5,2.5,4.9,0.0,0.0,81.0,740.0,30.0,0.75,0.0,0.9,0.0,0.3958333333333333,1.0,1.0,0.0,0.5375,0.75,0.0,0.2550312283136711,0.0,0.2572,B
Rabbit,Tilapia,20.1,1.7,0.0,0.0,0.0,96.0,210.0,200.0,0.9,0.0,0.5,0.0,0.8375,1.0,1.0,0.0,0.75,0.9,0.0,0.0,0.0,0.3172,A
Rabbit,Catfish,13.0,7.0,0.0,0.0,0.0,119.0,320.0,440.0,0.86,0.0,0.45,0.0,0.5416666666666666,0.6000000000000001,1.0,0.0,1.0,0.86,0.0,0.0,0.0,0.3346,A
Rabbit,Lamb Liver,20.4,5.5,1.8,0.0,0.0,139.0,50.0,400.0,0.88,0.0,0.4,0.0,0.85,0.8999999999999999,1.0,0.0,0.9166666666666667,0.88,0.0,0.07131922557406574,0.0,0.3551,A
Rabbit,Chicken Gizzard,17.7,2.1,0.0,0.0,0.0,94.0,20.0,300.0,0.84,0.0,0.25,0.0,0.7374999999999999,1.0,1.0,0.0,0.5416666666666666,0.84,0.0,0.0,0.0,0.3364,A
Rabbit,Turkey Liver,18.3,4.4,2.3,0.0,0.0,128.0,60.0,500.0,0.87,0.0,0.35,0.0,0.7625000000000001,1.0,1.0,0.0,1.0,0.87,0.0,0.09708879184861716,0.0,0.3516,A
Rabbit,Rhubarb,0.9,0.2,4.5,1.8,1.1,21.0,5.0,20.0,0.4,15.0,0.25,0.8,0.0375,1.0,1.0,0.05500000000000001,0.06666666666666667,0.4,0.15,0.34951456310679613,0.18,0.2815,F
Rabbit,Iceberg Lettuce,0.9,0.1,3.0,1.2,2.0,14.0,5.0,20.0,0.3,15.0,0.08,0.5,0.0375,1.0,1.0,0.1,0.06666666666666667,0.3,0.15,0.24657534246575347,0.12,0.2953,E
Rabbit,Macadamia Nut,7.9,75.8,13.8,8.6,4.6,718.0,200.0,1290.0,0.7,10.0,2.2,0.0,0.32916666666666666,0.0,1.0,0.22999999999999998,1.0,0.7,0.1,0.5173210161662816,0.86,0.4709,B
Rabbit,Raw Potato,2.0,0.1,17.5,2.2,0.8,77.0,10.0,30.0,0.35,78.0,0.08,0.8,0.08333333333333333,1.0,1.0,0.04,0.12083333333333332,0.35,0.78,0.31759557807461997,0.22000000000000003,0.313,F
Rabbit,Alcohol (Ethanol),0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.05,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.259,F
Rabbit,Caffeine Extract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.8,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,F
Rabbit,Apple Seeds,18.0,33.5,30.0,25.0,2.0,470.0,5.0,200.0,0.2,10.0,0.1,0.0,0.75,0.0,1.0,0.1,0.2916666666666667,0.2,0.1,0.15066429256266267,1.0,0.3631,C
Rabbit,Lily (Plant),3.0,0.5,8.0,2.0,1.0,45.0,2.0,10.0,0.1,15.0,0.3,0.0,0.125,1.0,1.0,0.05,0.029166666666666667,0.1,0.15,0.07686395080707148,0.2,0.2735,E
Rabbit,Bread (White),9.0,3.2,49.0,2.7,5.3,265.0,50.0,650.0,0.55,75.0,0.12,0.0,0.375,1.0,1.0,0.265,0.9166666666666667,0.55,0.75,0.46837423818151874,0.27,0.4014,C
Rabbit,Citrus Peel,1.5,0.2,16.0,10.6,4.0,47.0,10.0,30.0,0.3,0.0,0.1,0.0,0.0625,1.0,1.0,0.2,0.12083333333333332,0.3,0.0,0.28388473852721446,1.0,0.301,C
Rabbit,Mammal Meat (Generic),22.0,8.0,0.0,0.0,0.0,170.0,60.0,400.0,0.85,0.0,0.6,0.0,0.9166666666666666,0.3999999999999999,1.0,0.0,1.0,0.85,0.0,0.0,0.0,0.3524,A
Hamster,Chicken Breast,31.0,3.6,0.0,0.0,0.0,165.0,70.0,600.0,0.92,0.0,0.55,0.0,0.96875,1.0,1.0,0.0,1.0,0.92,0.0,0.782,0.7,0.3631,A
Hamster,Beef (Ground 85%),26.1,15.0,0.0,0.0,0.0,250.0,50.0,520.0,0.9,0.0,0.65,0.0,0.815625,0.125,1.0,0.0,1.0,0.9,0.0,0.765,0.7,0.41,A
Hamster,Salmon,20.4,6.3,0.0,0.0,0.0,140.0,2260.0,170.0,0.95,0.0,1.2,0.0,0.6375,1.0,1.0,0.0,0.7833333333333333,0.95,0.0,0.8075,0.7,0.2834,A
Hamster,Tuna,23.3,1.0,0.0,0.0,0.0,109.0,1600.0,40.0,0.93,0.0,0.9,0.0,0.728125,1.0,1.0,0.0,0.5666666666666667,0.93,0.0,0.7905,0.7,0.2888,A
Hamster,Turkey Breast,29.0,1.0,0.0,0.0,0.0,135.0,40.0,410.0,0.91,0.0,0.6,0.0,0.90625,1.0,1.0,0.0,1.0,0.91,0.0,0.7735,0.7,0.3356,A
Hamster,Lamb,25.5,16.5,0.0,0.0,0.0,258.0,100.0,850.0,0.88,0.0,0.85,0.0,0.796875,0.0,1.0,0.0,1.0,0.88,0.0,0.748,0.7,0.3916,A
Hamster,Pork Loin,27.3,8.0,0.0,0.0,0.0,196.0,30.0,700.0,0.87,0.0,0.55,0.0,0.853125,1.0,1.0,0.0,0.875,0.87,0.0,0.7394999999999999,0.7,0.3776,A
Hamster,Duck,19.0,11.2,0.0,0.0,0.0,201.0,90.0,1100.0,0.86,0.0,1.0,0.0,0.59375,0.6000000000000001,1.0,0.0,1.0,0.86,0.0,0.731,0.7,0.3344,A
Hamster,Egg (Whole),12.6,9.5,0.7,0.0,0.4,143.0,74.0,1150.0,0.94,0.0,0.25,0.0,0.39375,0.8125,1.0,0.02,1.0,0.94,0.0,0.7989999999999999,0.7,0.3795,A
Hamster,Egg (White),10.9,0.2,0.7,0.0,0.7,52.0,0.0,0.0,0.88,0.0,0.2,0.0,0.340625,1.0,1.0,0.034999999999999996,0.0,0.88,0.0,0.748,0.7,0.3156,A
Hamster,Cottage Cheese,11.1,4.3,3.4,0.0,2.7,98.0,20.0,80.0,0.8,27.0,0.4,0.0,0.346875,1.0,1.0,0.135,0.3833333333333333,0.8,0.27,0.68,0.7,0.321,B
Hamster,Yogurt (Plain),3.5,3.3,4.7,0.0,4.7,61.0,10.0,50.0,0.78,36.0,0.3,0.0,0.109375,1.0,1.0,0.23500000000000001,0.20833333333333331,0.78,0.36,0.663,0.7,0.307,B
Hamster,Milk (Whole),3.3,3.3,4.8,0.0,5.1,61.0,30.0,120.0,0.75,31.0,0.15,0.0,0.103125,1.0,1.0,0.255,0.575,0.75,0.31,0.6375,0.7,0.3206,B
Hamster,Cheese (Cheddar),25.0,33.1,1.3,0.0,0.5,403.0,100.0,650.0,0.82,0.0,0.7,0.0,0.78125,0.0,1.0,0.025,1.0,0.82,0.0,0.697,0.7,0.487,A
Hamster,Rice (White Cooked),2.7,0.3,28.2,0.4,0.1,130.0,5.0,30.0,0.7,73.0,0.08,0.0,0.084375,1.0,1.0,0.005,0.1125,0.7,0.73,0.595,0.74,0.3628,B
Hamster,Rice (Brown Cooked),2.6,0.9,23.5,1.8,0.4,111.0,10.0,90.0,0.68,55.0,0.1,0.0,0.08125,1.0,1.0,0.02,0.275,0.68,0.55,0.5780000000000001,0.88,0.3487,A
Hamster,Oats (Cooked),2.5,1.5,12.0,1.7,0.3,68.0,20.0,860.0,0.65,55.0,0.12,0.0,0.078125,1.0,1.0,0.015,0.75,0.65,0.55,0.5525,0.87,0.3224,B
Hamster,Quinoa (Cooked),4.4,1.9,21.3,2.8,0.9,120.0,50.0,700.0,0.72,53.0,0.35,0.0,0.1375,1.0,1.0,0.045,1.0,0.72,0.53,0.612,0.98,0.3322,A
Hamster,Sweet Potato (Cooked),2.0,0.1,20.1,3.0,6.5,86.0,2.0,4.0,0.74,63.0,0.15,0.0,0.0625,1.0,1.0,0.325,0.03166666666666667,0.74,0.63,0.629,1.0,0.3345,C
Hamster,Potato (Cooked),1.7,0.1,17.0,1.3,0.8,77.0,5.0,20.0,0.65,78.0,0.1,0.0,0.053125,1.0,1.0,0.04,0.09583333333333333,0.65,0.78,0.5525,0.8300000000000001,0.3289,B
Hamster,Carrot (Raw),0.9,0.2,9.6,2.8,4.7,41.0,2.0,60.0,0.6,35.0,0.08,0.0,0.028125,1.0,1.0,0.23500000000000001,0.125,0.6,0.35,0.51,0.98,0.3111,C
Hamster,Broccoli,2.8,0.4,7.0,2.6,1.7,34.0,30.0,20.0,0.7,15.0,0.15,0.0,0.0875,1.0,1.0,0.08499999999999999,0.4083333333333333,0.7,0.15,0.595,0.96,0.3035,B
Hamster,Spinach,2.9,0.4,3.6,2.2,0.4,23.0,140.0,30.0,0.62,15.0,0.2,0.0,0.090625,1.0,1.0,0.02,0.55,0.62,0.15,0.527,0.92,0.2911,B
Hamster,Green Beans,1.8,0.2,7.0,3.4,3.3,31.0,15.0,40.0,0.68,15.0,0.12,0.0,0.05625,1.0,1.0,0.16499999999999998,0.25416666666666665,0.68,0.15,0.5780000000000001,0.96,0.3044,C
Hamster,Pumpkin,1.0,0.1,6.5,0.5,2.8,26.0,5.0,3.0,0.72,75.0,0.12,0.0,0.03125,1.0,1.0,0.13999999999999999,0.0675,0.72,0.75,0.612,0.75,0.3026,C
Hamster,Peas,5.4,0.4,14.5,5.5,5.9,81.0,45.0,100.0,0.75,48.0,0.15,0.0,0.16875,1.0,1.0,0.29500000000000004,0.6666666666666666,0.75,0.48,0.6375,0.75,0.3322,B
Hamster,Apple,0.3,0.2,13.8,2.4,10.4,52.0,10.0,40.0,0.55,36.0,0.18,0.0,0.009375,1.0,1.0,0.52,0.19166666666666665,0.55,0.36,0.4675,0.94,0.3042,C
Hamster,Banana,1.1,0.3,22.8,2.6,12.2,89.0,30.0,50.0,0.6,51.0,0.12,0.0,0.034375,1.0,1.0,0.61,0.4583333333333333,0.6,0.51,0.51,0.96,0.3295,C
Hamster,Blueberry,0.7,0.3,14.5,2.4,10.0,57.0,85.0,100.0,0.65,53.0,0.8,0.0,0.021875,1.0,1.0,0.5,0.6666666666666666,0.65,0.53,0.5525,0.94,0.2488,B
Hamster,Watermelon,0.6,0.2,7.6,0.4,6.2,30.0,2.0,10.0,0.55,72.0,0.1,0.0,0.01875,1.0,1.0,0.31,0.04166666666666667,0.55,0.72,0.4675,0.74,0.3028,D
Hamster,Strawberry,0.7,0.3,7.7,2.0,4.9,32.0,65.0,90.0,0.6,40.0,0.4,0.0,0.021875,1.0,1.0,0.24500000000000002,0.65,0.6,0.4,0.51,0.9,0.2749,B
Hamster,Mango,0.8,0.4,15.0,1.6,13.7,60.0,50.0,20.0,0.58,56.0,0.35,0.0,0.025,1.0,1.0,0.6849999999999999,0.5333333333333333,0.58,0.56,0.49299999999999994,0.86,0.2921,D
Hamster,Orange,0.9,0.1,11.8,2.4,9.4,47.0,10.0,30.0,0.5,43.0,0.15,0.5,0.028125,1.0,1.0,0.47000000000000003,0.175,0.5,0.43,0.425,0.94,0.3033,E
Hamster,Pineapple,0.5,0.1,13.1,1.4,9.9,50.0,20.0,8.0,0.55,59.0,0.25,0.0,0.015625,1.0,1.0,0.495,0.2633333333333333,0.55,0.59,0.4675,0.84,0.2964,C
Hamster,Avocado,2.0,14.7,8.5,6.7,0.7,160.0,110.0,1690.0,0.7,15.0,0.6,0.0,0.0625,0.1625000000000001,1.0,0.034999999999999996,1.0,0.7,0.15,0.595,0.63,0.3271,C
Hamster,Coconut (Raw),3.3,33.5,15.2,9.0,6.2,354.0,0.0,370.0,0.55,45.0,0.5,0.0,0.103125,0.0,1.0,0.31,0.5,0.55,0.45,0.4675,0.4,0.4014,D
Hamster,Peanut Butter,25.1,50.4,20.0,6.0,9.2,588.0,30.0,7800.0,0.8,14.0,0.4,0.0,0.784375,0.0,1.0,0.45999999999999996,0.875,0.8,0.14,0.68,0.7,0.6259,A
Hamster,Almonds,21.2,49.4,21.7,12.2,4.4,579.0,6.0,12100.0,0.75,15.0,0.85,0.5,0.6625,0.0,1.0,0.22000000000000003,0.575,0.75,0.15,0.6375,0.08000000000000007,0.5527,E
Hamster,Walnuts,15.2,65.2,13.7,6.7,2.6,654.0,9080.0,38100.0,0.78,15.0,0.9,0.0,0.475,0.0,1.0,0.13,1.0,0.78,0.15,0.663,0.63,0.6068,A
Hamster,Sunflower Seeds,20.8,51.5,20.0,8.6,2.6,584.0,74.0,23100.0,0.72,35.0,0.5,0.0,0.65,0.0,1.0,0.13,1.0,0.72,0.35,0.612,0.44000000000000006,0.577,B
Hamster,Flaxseed,18.3,42.2,28.9,27.3,1.5,534.0,22800.0,5900.0,0.45,0.0,0.55,0.0,0.571875,0.0,1.0,0.075,1.0,0.45,0.0,0.3825,0.0,0.4319,B
Hamster,Chia Seeds,16.5,30.7,42.1,34.4,0.0,486.0,17800.0,5800.0,0.5,1.0,0.7,0.0,0.515625,0.0,1.0,0.0,1.0,0.5,0.01,0.425,0.0,0.419,B
Hamster,Chocolate (Dark),7.8,42.6,45.9,10.9,24.0,546.0,0.0,330.0,0.6,23.0,0.8,1.0,0.24375,0.0,0.9309090909090911,1.0,0.5,0.6,0.23,0.51,0.20999999999999996,0.4748,F
Hamster,Chocolate (Milk),7.6,29.7,59.4,3.4,52.0,535.0,0.0,210.0,0.55,42.0,0.65,0.8,0.2375,0.0,0.43999999999999995,1.0,0.35,0.55,0.42,0.4675,0.96,0.4639,F
Hamster,Grapes,0.7,0.2,18.1,0.9,15.5,69.0,10.0,80.0,0.52,59.0,0.3,0.0,0.021875,1.0,1.0,0.775,0.2583333333333333,0.52,0.59,0.442,0.79,0.2979,D
Hamster,Raisins,3.1,0.5,79.2,3.7,59.2,299.0,5.0,30.0,0.48,64.0,0.45,0.0,0.096875,1.0,0.0,1.0,0.1125,0.48,0.64,0.408,0.9299999999999999,0.3666,F
Hamster,Onion (Raw),1.1,0.1,9.3,1.7,4.2,40.0,4.0,10.0,0.45,10.0,0.08,0.5,0.034375,1.0,1.0,0.21000000000000002,0.06666666666666667,0.45,0.1,0.3825,0.87,0.306,E
Hamster,Garlic,6.4,0.5,33.1,2.1,1.0,149.0,20.0,250.0,0.5,30.0,0.25,0.5,0.2,1.0,1.0,0.05,0.6666666666666667,0.5,0.3,0.425,0.91,0.3329,E
Hamster,Mushroom,3.1,0.3,3.3,1.0,2.0,22.0,0.0,370.0,0.6,15.0,0.3,0.0,0.096875,1.0,1.0,0.1,0.5,0.6,0.15,0.51,0.8,0.2803,B
Hamster,Tomato,0.9,0.2,3.9,1.2,2.6,18.0,3.0,80.0,0.55,15.0,0.12,0.0,0.028125,1.0,1.0,0.13,0.17083333333333334,0.55,0.15,0.4675,0.8200000000000001,0.2957,B
Hamster,Celery,0.7,0.2,3.0,1.6,1.3,14.0,8.0,80.0,0.58,15.0,0.1,0.0,0.021875,1.0,1.0,0.065,0.23333333333333334,0.58,0.15,0.49299999999999994,0.86,0.2963,B
Hamster,Cucumber,0.7,0.1,3.6,0.5,1.7,15.0,3.0,30.0,0.6,15.0,0.1,0.0,0.021875,1.0,1.0,0.08499999999999999,0.0875,0.6,0.15,0.51,0.75,0.297,C
Hamster,Zucchini,1.2,0.3,3.1,1.0,2.5,17.0,10.0,30.0,0.65,15.0,0.12,0.0,0.0375,1.0,1.0,0.125,0.175,0.65,0.15,0.5525,0.8,0.2966,B
Hamster,Bell Pepper,0.9,0.3,6.0,2.1,4.2,31.0,8.0,50.0,0.62,15.0,0.2,0.0,0.028125,1.0,1.0,0.21000000000000002,0.18333333333333335,0.62,0.15,0.527,0.91,0.2949,C
Hamster,Kale,4.3,0.9,8.8,3.6,2.3,49.0,180.0,110.0,0.6,15.0,0.25,0.0,0.134375,1.0,1.0,0.11499999999999999,0.6833333333333333,0.6,0.15,0.51,0.94,0.2979,A
Hamster,Cabbage,1.3,0.1,5.8,2.5,3.2,25.0,50.0,20.0,0.55,10.0,0.08,0.0,0.040625,1.0,1.0,0.16,0.5333333333333333,0.55,0.1,0.4675,0.95,0.3027,B
Hamster,Cauliflower,1.9,0.3,5.0,2.0,1.9,25.0,30.0,10.0,0.58,15.0,0.15,0.0,0.059375,1.0,1.0,0.095,0.39166666666666666,0.58,0.15,0.49299999999999994,0.9,0.2963,B
Hamster,Asparagus,2.2,0.1,3.9,2.1,1.9,20.0,10.0,80.0,0.65,15.0,0.35,0.0,0.06875,1.0,1.0,0.095,0.2583333333333333,0.65,0.15,0.5525,0.91,0.2751,A
Hamster,Beet,1.6,0.2,9.6,2.8,6.8,43.0,5.0,60.0,0.55,61.0,0.15,0.0,0.05,1.0,1.0,0.33999999999999997,0.1625,0.55,0.61,0.4675,0.98,0.3034,D
Hamster,Corn (Sweet),3.4,1.5,19.0,2.7,6.3,86.0,18.0,960.0,0.68,52.0,0.1,0.0,0.10625,1.0,1.0,0.315,0.725,0.68,0.52,0.5780000000000001,0.97,0.3355,C
Hamster,Lentils (Cooked),9.0,0.4,20.1,7.9,1.8,116.0,40.0,250.0,0.65,32.0,0.15,0.0,0.28125,1.0,1.0,0.09,0.9166666666666667,0.65,0.32,0.5525,0.51,0.3436,A
Hamster,Chickpeas (Cooked),8.9,2.6,27.4,7.6,4.8,164.0,40.0,2450.0,0.62,28.0,0.18,0.0,0.278125,1.0,1.0,0.24,1.0,0.62,0.28,0.527,0.54,0.3611,A
Hamster,Black Beans (Cooked),8.9,0.5,23.7,8.7,0.3,132.0,30.0,120.0,0.6,30.0,0.12,0.0,0.278125,1.0,1.0,0.015,0.575,0.6,0.3,0.51,0.43000000000000005,0.3496,B
Hamster,Tofu,8.0,4.8,1.9,0.3,0.6,76.0,370.0,2890.0,0.7,15.0,0.3,0.0,0.25,1.0,1.0,0.03,1.0,0.7,0.15,0.595,0.73,0.3114,A
Hamster,Sardine,24.6,11.5,0.0,0.0,0.0,208.0,1480.0,120.0,0.93,0.0,0.55,0.0,0.76875,0.5625,1.0,0.0,0.7,0.93,0.0,0.7905,0.7,0.3955,A
Hamster,Shrimp,24.0,0.3,0.2,0.0,0.0,99.0,540.0,50.0,0.91,0.0,0.8,0.0,0.75,1.0,1.0,0.0,0.5833333333333334,0.91,0.0,0.7735,0.7,0.2901,A
Hamster,Cod,17.8,0.7,0.0,0.0,0.0,82.0,200.0,10.0,0.92,0.0,0.7,0.0,0.55625,1.0,1.0,0.0,0.5166666666666667,0.92,0.0,0.782,0.7,0.2887,A
Hamster,Mackerel,18.6,13.9,0.0,0.0,0.0,205.0,2670.0,190.0,0.94,0.0,0.65,0.0,0.58125,0.26249999999999996,1.0,0.0,0.8166666666666667,0.94,0.0,0.7989999999999999,0.7,0.3849,A
Hamster,Liver (Beef),20.4,3.6,3.9,0.0,0.0,135.0,30.0,350.0,0.9,0.0,0.4,0.0,0.6375,1.0,1.0,0.0,0.875,0.9,0.0,0.765,0.7,0.3545,A
Hamster,Liver (Chicken),16.9,4.8,0.7,0.0,0.0,119.0,50.0,650.0,0.89,0.0,0.35,0.0,0.528125,1.0,1.0,0.0,1.0,0.89,0.0,0.7565,0.7,0.3474,A
Hamster,Heart (Beef),17.7,3.9,0.1,0.0,0.0,112.0,20.0,280.0,0.88,0.0,0.3,0.0,0.553125,1.0,1.0,0.0,0.7166666666666667,0.88,0.0,0.748,0.7,0.3467,A
Hamster,Kidney (Beef),17.4,3.1,0.3,0.0,0.0,99.0,40.0,300.0,0.85,0.0,0.35,0.0,0.54375,1.0,1.0,0.0,1.0,0.85,0.0,0.7224999999999999,0.7,0.3304,A
Hamster,Bone Meal,12.0,6.0,0.0,0.0,0.0,100.0,10.0,50.0,0.4,0.0,0.15,0.0,0.375,1.0,1.0,0.0,0.20833333333333331,0.4,0.0,0.34,0.7,0.3161,A
Hamster,Kelp,1.7,0.6,9.6,1.3,0.6,43.0,20.0,10.0,0.35,22.0,0.2,0.0,0.053125,1.0,1.0,0.03,0.26666666666666666,0.35,0.22,0.2975,0.8300000000000001,0.2917,C
Hamster,Spirulina,57.5,7.7,23.9,3.6,3.1,290.0,820.0,1250.0,0.5,0.0,1.5,0.0,1.0,1.0,1.0,0.155,1.0,0.5,0.0,0.425,0.94,0.2628,A
Hamster,Wheatgrass,24.0,2.0,52.0,36.0,0.5,349.0,10.0,80.0,0.4,15.0,0.6,0.0,0.75,1.0,0.7090909090909092,0.025,0.2583333333333333,0.4,0.15,0.34,0.0,0.3486,B
Hamster,Honey,0.3,0.0,82.4,0.2,82.1,304.0,0.0,0.0,0.5,58.0,0.5,0.0,0.009375,1.0,0.0,1.0,0.0,0.5,0.58,0.425,0.72,0.3682,F
Hamster,Xylitol,0.0,0.0,100.0,0.0,0.0,240.0,0.0,0.0,0.1,7.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.07,0.085,0.7,0.1687,F
Hamster,Cinnamon,4.0,1.2,80.6,53.1,2.2,247.0,10.0,40.0,0.3,5.0,0.8,0.0,0.125,1.0,0.0,0.11000000000000001,0.19166666666666665,0.3,0.05,0.255,0.0,0.2776,F
Hamster,Turmeric,7.8,9.9,64.9,21.1,3.2,312.0,30.0,60.0,0.25,0.0,0.9,0.0,0.24375,0.7625,0.23999999999999977,0.16,0.475,0.25,0.0,0.2125,0.0,0.2707,E
Hamster,Ginger,1.8,0.8,17.8,2.0,1.7,80.0,30.0,100.0,0.45,0.0,0.35,0.0,0.05625,1.0,1.0,0.08499999999999999,0.5416666666666666,0.45,0.0,0.3825,0.9,0.293,A
Hamster,Parsley,3.0,0.8,6.3,3.3,0.9,36.0,8.0,120.0,0.55,5.0,0.2,0.0,0.09375,1.0,1.0,0.045,0.30000000000000004,0.55,0.05,0.4675,0.97,0.2954,A
